Date,CodeProduit,Pays,sales_number
2023-11-21,2 trans,arabie saoudite,0.0
2023-11-21,quail,afrique de sud,0.0
2023-11-21,1 trans,allemagne,0.0
2023-11-21,dsmlt,liban,0.0
2023-11-21,2 trans,mexique,0.0
2023-11-21,bssd,japon,0.0
2023-11-21,2 trans,japon,0.0
2023-11-21,2x,arabie saoudite,0.0
2023-11-21,smlt,portugal,0.0
2023-11-21,3x,qatar,0.0
2023-11-21,new red,qatar,0.0
2023-11-21,slid,qatar,0.0
2023-11-21,bssd,canada,0.0
2023-11-21,1 trans invoiced,USA,0.0
2023-11-21,1 trans invoiced,italie,0.0
2023-11-21,1 trans invoiced,united kingdom,0.0
2023-11-21,1 trans invoiced,allemagne,0.0
2023-11-21,2 trans,suisse,0.0
2023-11-21,lot,oman,0.0
2023-11-21,1 trans invoiced,france,0.0
2023-11-21,bssd,france,0.0
2023-11-21,rge,suède,0.0
2023-11-21,1x,croatia,0.0
2023-11-21,smlt,kuwait,0.0
2023-11-21,smlt,danemark,0.0
2023-11-21,bssd,australie,0.0
2023-11-21,new red,united kingdom,0.0
2023-11-22,lot,royaume-uni,0.0
2023-11-22,smlt,royaume-uni,0.0
2023-11-22,dsmlt,USA,0.0
2023-11-22,2x,royaume-uni,0.0
2023-11-22,2x,italie,0.0
2023-11-22,2 trans,france,0.0
2023-11-22,lot,france,0.0
2023-11-22,1x,france,0.0
2023-11-22,dsmlt,france,0.0
2023-11-22,3x,irlande,0.0
2023-11-22,smlt,italie,0.0
2023-11-22,2 trans,USA,0.0
2023-11-22,lot,pays-bas,0.0
2023-11-22,smlt,grèce,0.0
2023-11-22,dsmlt,royaume-uni,0.0
2023-11-22,smlt,canada,0.0
2023-11-22,3x,australie,0.0
2023-11-22,dsmlt,allemagne,0.0
2023-11-22,smlt,france,0.0
2023-11-22,3x,USA,0.0
2023-11-22,3x,allemagne,0.0
2023-11-22,3x,france,0.0
2023-11-22,lot,USA,0.0
2023-11-22,smlt,USA,0.0
2023-11-22,3x,royaume-uni,0.0
2023-11-22,smlt,espagne,0.0
2023-11-22,2x,belgique,0.0
2023-11-22,dsmlt,chypre,0.0
2023-11-22,smlt,chypre,0.0
2023-11-22,dsmlt,danemark,0.0
2023-11-22,moulin,france,0.0
2023-11-22,rge,belgique,0.0
2023-11-22,1x,USA,0.0
2023-11-22,dsmlt,hong kong,0.0
2023-11-22,smlt,hong kong,0.0
2023-11-22,rge,royaume-uni,0.0
2023-11-22,1x,italie,0.0
2023-11-22,1x,belgique,0.0
2023-11-22,lot,grèce,0.0
2023-11-22,2x,france,0.0
2023-11-22,rge,france,0.0
2023-11-22,bag,france,0.0
2023-11-22,dsmlt,italie,0.0
2023-11-22,2x,malte,0.0
2023-11-22,3x,espagne,0.0
2023-11-22,2 trans,belgique,0.0
2023-11-22,2 trans,royaume-uni,0.0
2023-11-22,lot,united kingdom,0.0
2023-11-22,lot,italie,0.0
2023-11-22,3x,italie,0.0
2023-11-22,dsmlt,espagne,0.0
2023-11-22,oliv,france,0.0
2023-11-22,smlt,belgique,0.0
2023-11-22,rge,chili,0.0
2023-11-22,rge,autriche,0.0
2023-11-22,rge,norvège,0.0
2023-11-22,rge,USA,0.0
2023-11-22,smlt,malte,0.0
2023-11-22,3x,belgique,0.0
2023-11-22,1x,royaume-uni,0.0
2023-11-22,2x,USA,0.0
2023-11-22,1x,irlande,0.0
2023-11-22,dsmlt,emirats arabes unis,0.0
2023-11-22,1x,malte,0.0
2023-11-22,1x,allemagne,0.0
2023-11-22,bag,canada,0.0
2023-11-22,3x,croatie,0.0
2023-11-22,lot,australie,0.0
2023-11-22,2 trans,italie,0.0
2023-11-22,3x,suède,0.0
2023-11-22,2 trans,irlande,0.0
2023-11-22,2 trans,allemagne,0.0
2023-11-22,smlt,république tchèque,0.0
2023-11-22,1x,espagne,0.0
2023-11-22,smlt,hongrie,0.0
2023-11-22,2x,chypre,0.0
2023-11-22,2x,qatar,0.0
2023-11-22,lot,allemagne,0.0
2023-11-22,dsmlt,grèce,0.0
2023-11-22,dsmlt,irlande,0.0
2023-11-22,lot,irlande,0.0
2023-11-22,rge,allemagne,0.0
2023-11-22,smlt,koweït,0.0
2023-11-22,1x,australie,0.0
2023-11-22,dsmlt,belgique,0.0
2023-11-22,smlt,allemagne,0.0
2023-11-22,3x,luxembourg,0.0
2023-11-22,smlt,nouvelle-zélande,0.0
2023-11-22,quail,USA,0.0
2023-11-22,rge,canada,0.0
2023-11-22,3x,canada,0.0
2023-11-22,3x,autriche,0.0
2023-11-22,3x,nouvelle-zélande,0.0
2023-11-22,2x,canada,0.0
2023-11-22,bag,USA,0.0
2023-11-22,lot,chypre,0.0
2023-11-22,3x,finland,0.0
2023-11-22,bag,allemagne,0.0
2023-11-22,3x,nouvelle-calédonie,0.0
2023-11-22,lot,nouvelle-zélande,0.0
2023-11-22,rge,malaisie,0.0
2023-11-22,smlt,norvège,0.0
2023-11-22,2 trans,slovénie,0.0
2023-11-22,bag,italie,0.0
2023-11-22,2x,afrique de sud,0.0
2023-11-22,2 trans,afrique de sud,0.0
2023-11-22,2x,cyprus,0.0
2023-11-22,dsmlt,australie,0.0
2023-11-22,2 trans,koweït,0.0
2023-11-22,lot,koweït,0.0
2023-11-22,3x,koweït,0.0
2023-11-22,dsmlt,arabie saoudite,0.0
2023-11-22,3x,danemark,0.0
2023-11-22,2x,turquie,0.0
2023-11-22,dsmlt,pays-bas,0.0
2023-11-22,3x,arabie saoudite,0.0
2023-11-22,3x,suisse,0.0
2023-11-22,3x,chypre,0.0
2023-11-22,smlt,liban,0.0
2023-11-22,lot,canada,0.0
2023-11-22,quail,royaume-uni,0.0
2023-11-22,lot,malaisie,0.0
2023-11-22,rge,slovénie,0.0
2023-11-22,rge,australie,0.0
2023-11-22,1x,canada,0.0
2023-11-22,smlt,australie,0.0
2023-11-22,rge,pologne,0.0
2023-11-22,3x,cyprus,0.0
2023-11-22,2x,lituanie,0.0
2023-11-22,2x,irlande,0.0
2023-11-22,rge,emirats arabes unis,0.0
2023-11-22,rge,cyprus,0.0
2023-11-22,rge,grèce,0.0
2023-11-22,dsmlt,canada,0.0
2023-11-22,smlt,bulgarie,0.0
2023-11-22,1x,chypre,0.0
2023-11-22,3x,emirats arabes unis,0.0
2023-11-22,rge,corée du sud,0.0
2023-11-22,smlt,suède,0.0
2023-11-22,2x,espagne,0.0
2023-11-22,2x,suède,0.0
2023-11-22,2x,bulgarie,0.0
2023-11-22,3x,norvège,0.0
2023-11-22,smlt,chili,0.0
2023-11-22,rge,singapour,0.0
2023-11-22,smlt,roumanie,0.0
2023-11-22,1x,portugal,0.0
2023-11-22,moulin,royaume-uni,0.0
2023-11-22,smlt,suisse,0.0
2023-11-22,2 trans,emirats arabes unis,0.0
2023-11-22,dsmlt,nouvelle-zélande,0.0
2023-11-22,2 trans,nouvelle-zélande,0.0
2023-11-22,bag,pologne,0.0
2023-11-22,dsmlt,malte,0.0
2023-11-22,dsmlt,estonie,0.0
2023-11-22,lot,estonie,0.0
2023-11-22,3x,estonie,0.0
2023-11-22,rge,oman,0.0
2023-11-22,3x,finlande,0.0
2023-11-22,2x,allemagne,0.0
2023-11-22,2x,nouvelle-zélande,0.0
2023-11-22,3x,malte,0.0
2023-11-22,2x,finlande,0.0
2023-11-22,oliv,malte,0.0
2023-11-22,3x,united kingdom,0.0
2023-11-22,dsmlt,united kingdom,0.0
2023-11-22,bag,latvia,0.0
2023-11-22,smlt,united kingdom,0.0
2023-11-22,2 trans,espagne,0.0
2023-11-22,oliv,USA,0.0
2023-11-22,2 trans,united kingdom,0.0
2023-11-22,1x,united kingdom,0.0
2023-11-22,rge,italie,0.0
2023-11-22,rge,united kingdom,0.0
2023-11-22,3x,hongrie,0.0
2023-11-22,lot,brunei,0.0
2023-11-22,2 trans,luxembourg,0.0
2023-11-22,smlt,russie,0.0
2023-11-22,smlt,arabie saoudite,0.0
2023-11-22,quail,norvège,0.0
2023-11-22,rge,espagne,0.0
2023-11-22,quail,united kingdom,0.0
2023-11-22,1x,suède,0.0
2023-11-22,bag,roumanie,0.0
2023-11-22,smlt,croatia,0.0
2023-11-22,3x,république tchèque,0.0
2023-11-22,rge,arabie saoudite,0.0
2023-11-22,lot,portugal,0.0
2023-11-22,2x,united kingdom,0.0
2023-11-22,smlt,cyprus,0.0
2023-11-22,oliv,united kingdom,0.0
2023-11-22,dsmlt,suède,0.0
2023-11-22,1x,finland,0.0
2023-11-22,1x,arabie saoudite,0.0
2023-11-22,bag,united kingdom,0.0
2023-11-22,2 trans,malte,0.0
2023-11-22,2x,suisse,0.0
2023-11-22,smlt,irlande,0.0
2023-11-22,rge,finlande,0.0
2023-11-22,lot,belgique,0.0
2023-11-22,smlt,finlande,0.0
2023-11-22,2 trans,canada,0.0
2023-11-22,slid,USA,0.0
2023-11-22,aviary,USA,0.0
2023-11-22,2 trans,australie,0.0
2023-11-22,slid,royaume-uni,0.0
2023-11-22,oliv,royaume-uni,0.0
2023-11-22,rge,argentine,0.0
2023-11-22,rge,suisse,0.0
2023-11-22,2 trans,suède,0.0
2023-11-22,aviary,canada,0.0
2023-11-22,aviary,norvège,0.0
2023-11-22,smlt,oman,0.0
2023-11-22,1 trans,france,0.0
2023-11-22,quail,australie,0.0
2023-11-22,2 trans,norvège,0.0
2023-11-22,rge,irlande,0.0
2023-11-22,2x,singapour,0.0
2023-11-22,aviary,danemark,0.0
2023-11-22,2x,croatia,0.0
2023-11-22,2x,norvège,0.0
2023-11-22,aviary,france,0.0
2023-11-22,3x,slovaquie,0.0
2023-11-22,2x,pays-bas,0.0
2023-11-22,bag,royaume-uni,0.0
2023-11-22,2x,australie,0.0
2023-11-22,1x,pays-bas,0.0
2023-11-22,1 trans,USA,0.0
2023-11-22,rge,danemark,0.0
2023-11-22,slid,espagne,0.0
2023-11-22,1x,japon,0.0
2023-11-22,2x,danemark,0.0
2023-11-22,moulin,canada,0.0
2023-11-22,2x,autriche,0.0
2023-11-22,1x,south korea,0.0
2023-11-22,2 trans,kuwait,0.0
2023-11-22,1x,oman,0.0
2023-11-22,3x,russie,0.0
2023-11-22,1x,cyprus,0.0
2023-11-22,2x,oman,0.0
2023-11-22,oliv,espagne,0.0
2023-11-22,1x,thailande,0.0
2023-11-22,lot,république tchèque,0.0
2023-11-22,dsmlt,mexique,0.0
2023-11-22,smlt,mexique,0.0
2023-11-22,3x,mexique,0.0
2023-11-22,new red,USA,0.0
2023-11-22,1 trans,royaume-uni,0.0
2023-11-22,1x,suisse,0.0
2023-11-22,1 trans,italie,0.0
2023-11-22,oliv,italie,0.0
2023-11-22,2 trans,grèce,0.0
2023-11-22,new red,hongrie,0.0
2023-11-22,1 trans,suède,0.0
2023-11-22,1 trans,united kingdom,0.0
2023-11-22,oliv,norvège,0.0
2023-11-22,smlt,pays-bas,0.0
2023-11-22,dsmlt,croatie,0.0
2023-11-22,1x,autriche,0.0
2023-11-22,1x,danemark,0.0
2023-11-22,quail,canada,0.0
2023-11-22,bssd,USA,0.0
2023-11-22,2 trans,qatar,0.0
2023-11-22,lot,mexique,0.0
2023-11-22,3x,kuwait,0.0
2023-11-22,new red,danemark,0.0
2023-11-22,new red,canada,0.0
2023-11-22,quail,allemagne,0.0
2023-11-22,1 trans,espagne,0.0
2023-11-22,slid,france,0.0
2023-11-22,new red,france,0.0
2023-11-22,1 trans,australie,0.0
2023-11-22,1 trans,grèce,0.0
2023-11-22,slid,mexique,0.0
2023-11-22,1 trans,irlande,0.0
2023-11-22,quail,japon,0.0
2023-11-22,1 trans,belgique,0.0
2023-11-22,1 trans,canada,0.0
2023-11-22,dsmlt,norvège,0.0
2023-11-22,1 trans,qatar,0.0
2023-11-22,1 trans,suisse,0.0
2023-11-22,dsmlt,croatia,0.0
2023-11-22,2x,kuwait,0.0
2023-11-22,slid,canada,0.0
2023-11-22,new red,mexique,0.0
2023-11-22,1x,finlande,0.0
2023-11-22,bssd,espagne,0.0
2023-11-22,2 trans,arabie saoudite,0.0
2023-11-22,quail,afrique de sud,0.0
2023-11-22,1 trans,allemagne,0.0
2023-11-22,dsmlt,liban,0.0
2023-11-22,2 trans,mexique,0.0
2023-11-22,bssd,japon,0.0
2023-11-22,2 trans,japon,0.0
2023-11-22,2x,arabie saoudite,0.0
2023-11-22,smlt,portugal,0.0
2023-11-22,3x,qatar,0.0
2023-11-22,new red,qatar,0.0
2023-11-22,slid,qatar,0.0
2023-11-22,bssd,canada,0.0
2023-11-22,1 trans invoiced,USA,0.0
2023-11-22,1 trans invoiced,italie,0.0
2023-11-22,1 trans invoiced,united kingdom,0.0
2023-11-22,1 trans invoiced,allemagne,0.0
2023-11-22,2 trans,suisse,0.0
2023-11-22,lot,oman,0.0
2023-11-22,1 trans invoiced,france,0.0
2023-11-22,bssd,france,0.0
2023-11-22,rge,suède,0.0
2023-11-22,1x,croatia,0.0
2023-11-22,smlt,kuwait,0.0
2023-11-22,smlt,danemark,0.0
2023-11-22,bssd,australie,0.0
2023-11-22,new red,united kingdom,0.0
2023-11-23,lot,royaume-uni,0.0
2023-11-23,smlt,royaume-uni,0.0
2023-11-23,dsmlt,USA,1.0
2023-11-23,2x,royaume-uni,0.0
2023-11-23,2x,italie,0.0
2023-11-23,2 trans,france,0.0
2023-11-23,lot,france,0.0
2023-11-23,1x,france,0.0
2023-11-23,dsmlt,france,0.0
2023-11-23,3x,irlande,0.0
2023-11-23,smlt,italie,0.0
2023-11-23,2 trans,USA,1.0
2023-11-23,lot,pays-bas,0.0
2023-11-23,smlt,grèce,0.0
2023-11-23,dsmlt,royaume-uni,0.0
2023-11-23,smlt,canada,0.0
2023-11-23,3x,australie,0.0
2023-11-23,dsmlt,allemagne,0.0
2023-11-23,smlt,france,0.0
2023-11-23,3x,USA,0.0
2023-11-23,3x,allemagne,0.0
2023-11-23,3x,france,0.0
2023-11-23,lot,USA,0.0
2023-11-23,smlt,USA,0.0
2023-11-23,3x,royaume-uni,0.0
2023-11-23,smlt,espagne,0.0
2023-11-23,2x,belgique,0.0
2023-11-23,dsmlt,chypre,0.0
2023-11-23,smlt,chypre,0.0
2023-11-23,dsmlt,danemark,0.0
2023-11-23,moulin,france,0.0
2023-11-23,rge,belgique,0.0
2023-11-23,1x,USA,0.0
2023-11-23,dsmlt,hong kong,0.0
2023-11-23,smlt,hong kong,0.0
2023-11-23,rge,royaume-uni,0.0
2023-11-23,1x,italie,0.0
2023-11-23,1x,belgique,0.0
2023-11-23,lot,grèce,0.0
2023-11-23,2x,france,0.0
2023-11-23,rge,france,0.0
2023-11-23,bag,france,0.0
2023-11-23,dsmlt,italie,0.0
2023-11-23,2x,malte,0.0
2023-11-23,3x,espagne,2.0
2023-11-23,2 trans,belgique,0.0
2023-11-23,2 trans,royaume-uni,0.0
2023-11-23,lot,united kingdom,0.0
2023-11-23,lot,italie,0.0
2023-11-23,3x,italie,0.0
2023-11-23,dsmlt,espagne,0.0
2023-11-23,oliv,france,0.0
2023-11-23,smlt,belgique,0.0
2023-11-23,rge,chili,0.0
2023-11-23,rge,autriche,0.0
2023-11-23,rge,norvège,0.0
2023-11-23,rge,USA,0.0
2023-11-23,smlt,malte,0.0
2023-11-23,3x,belgique,0.0
2023-11-23,1x,royaume-uni,0.0
2023-11-23,2x,USA,0.0
2023-11-23,1x,irlande,0.0
2023-11-23,dsmlt,emirats arabes unis,0.0
2023-11-23,1x,malte,0.0
2023-11-23,1x,allemagne,0.0
2023-11-23,bag,canada,0.0
2023-11-23,3x,croatie,0.0
2023-11-23,lot,australie,0.0
2023-11-23,2 trans,italie,0.0
2023-11-23,3x,suède,0.0
2023-11-23,2 trans,irlande,0.0
2023-11-23,2 trans,allemagne,0.0
2023-11-23,smlt,république tchèque,0.0
2023-11-23,1x,espagne,0.0
2023-11-23,smlt,hongrie,0.0
2023-11-23,2x,chypre,0.0
2023-11-23,2x,qatar,0.0
2023-11-23,lot,allemagne,0.0
2023-11-23,dsmlt,grèce,0.0
2023-11-23,dsmlt,irlande,0.0
2023-11-23,lot,irlande,0.0
2023-11-23,rge,allemagne,0.0
2023-11-23,smlt,koweït,0.0
2023-11-23,1x,australie,0.0
2023-11-23,dsmlt,belgique,0.0
2023-11-23,smlt,allemagne,0.0
2023-11-23,3x,luxembourg,0.0
2023-11-23,smlt,nouvelle-zélande,0.0
2023-11-23,quail,USA,0.0
2023-11-23,rge,canada,0.0
2023-11-23,3x,canada,0.0
2023-11-23,3x,autriche,0.0
2023-11-23,3x,nouvelle-zélande,0.0
2023-11-23,2x,canada,0.0
2023-11-23,bag,USA,0.0
2023-11-23,lot,chypre,0.0
2023-11-23,3x,finland,0.0
2023-11-23,bag,allemagne,0.0
2023-11-23,3x,nouvelle-calédonie,0.0
2023-11-23,lot,nouvelle-zélande,0.0
2023-11-23,rge,malaisie,0.0
2023-11-23,smlt,norvège,0.0
2023-11-23,2 trans,slovénie,0.0
2023-11-23,bag,italie,0.0
2023-11-23,2x,afrique de sud,0.0
2023-11-23,2 trans,afrique de sud,0.0
2023-11-23,2x,cyprus,0.0
2023-11-23,dsmlt,australie,0.0
2023-11-23,2 trans,koweït,0.0
2023-11-23,lot,koweït,0.0
2023-11-23,3x,koweït,0.0
2023-11-23,dsmlt,arabie saoudite,0.0
2023-11-23,3x,danemark,0.0
2023-11-23,2x,turquie,0.0
2023-11-23,dsmlt,pays-bas,0.0
2023-11-23,3x,arabie saoudite,0.0
2023-11-23,3x,suisse,0.0
2023-11-23,3x,chypre,0.0
2023-11-23,smlt,liban,0.0
2023-11-23,lot,canada,0.0
2023-11-23,quail,royaume-uni,0.0
2023-11-23,lot,malaisie,0.0
2023-11-23,rge,slovénie,0.0
2023-11-23,rge,australie,0.0
2023-11-23,1x,canada,0.0
2023-11-23,smlt,australie,0.0
2023-11-23,rge,pologne,0.0
2023-11-23,3x,cyprus,0.0
2023-11-23,2x,lituanie,0.0
2023-11-23,2x,irlande,0.0
2023-11-23,rge,emirats arabes unis,0.0
2023-11-23,rge,cyprus,0.0
2023-11-23,rge,grèce,0.0
2023-11-23,dsmlt,canada,0.0
2023-11-23,smlt,bulgarie,0.0
2023-11-23,1x,chypre,0.0
2023-11-23,3x,emirats arabes unis,0.0
2023-11-23,rge,corée du sud,0.0
2023-11-23,smlt,suède,0.0
2023-11-23,2x,espagne,0.0
2023-11-23,2x,suède,0.0
2023-11-23,2x,bulgarie,0.0
2023-11-23,3x,norvège,0.0
2023-11-23,smlt,chili,0.0
2023-11-23,rge,singapour,0.0
2023-11-23,smlt,roumanie,0.0
2023-11-23,1x,portugal,0.0
2023-11-23,moulin,royaume-uni,0.0
2023-11-23,smlt,suisse,0.0
2023-11-23,2 trans,emirats arabes unis,0.0
2023-11-23,dsmlt,nouvelle-zélande,0.0
2023-11-23,2 trans,nouvelle-zélande,0.0
2023-11-23,bag,pologne,0.0
2023-11-23,dsmlt,malte,0.0
2023-11-23,dsmlt,estonie,0.0
2023-11-23,lot,estonie,0.0
2023-11-23,3x,estonie,0.0
2023-11-23,rge,oman,0.0
2023-11-23,3x,finlande,0.0
2023-11-23,2x,allemagne,0.0
2023-11-23,2x,nouvelle-zélande,0.0
2023-11-23,3x,malte,0.0
2023-11-23,2x,finlande,0.0
2023-11-23,oliv,malte,0.0
2023-11-23,3x,united kingdom,0.0
2023-11-23,dsmlt,united kingdom,0.0
2023-11-23,bag,latvia,0.0
2023-11-23,smlt,united kingdom,0.0
2023-11-23,2 trans,espagne,0.0
2023-11-23,oliv,USA,0.0
2023-11-23,2 trans,united kingdom,0.0
2023-11-23,1x,united kingdom,0.0
2023-11-23,rge,italie,0.0
2023-11-23,rge,united kingdom,0.0
2023-11-23,3x,hongrie,0.0
2023-11-23,lot,brunei,0.0
2023-11-23,2 trans,luxembourg,0.0
2023-11-23,smlt,russie,0.0
2023-11-23,smlt,arabie saoudite,0.0
2023-11-23,quail,norvège,0.0
2023-11-23,rge,espagne,0.0
2023-11-23,quail,united kingdom,0.0
2023-11-23,1x,suède,0.0
2023-11-23,bag,roumanie,0.0
2023-11-23,smlt,croatia,0.0
2023-11-23,3x,république tchèque,0.0
2023-11-23,rge,arabie saoudite,0.0
2023-11-23,lot,portugal,0.0
2023-11-23,2x,united kingdom,0.0
2023-11-23,smlt,cyprus,0.0
2023-11-23,oliv,united kingdom,0.0
2023-11-23,dsmlt,suède,0.0
2023-11-23,1x,finland,0.0
2023-11-23,1x,arabie saoudite,0.0
2023-11-23,bag,united kingdom,0.0
2023-11-23,2 trans,malte,0.0
2023-11-23,2x,suisse,0.0
2023-11-23,smlt,irlande,0.0
2023-11-23,rge,finlande,0.0
2023-11-23,lot,belgique,0.0
2023-11-23,smlt,finlande,0.0
2023-11-23,2 trans,canada,0.0
2023-11-23,slid,USA,0.0
2023-11-23,aviary,USA,0.0
2023-11-23,2 trans,australie,0.0
2023-11-23,slid,royaume-uni,0.0
2023-11-23,oliv,royaume-uni,0.0
2023-11-23,rge,argentine,0.0
2023-11-23,rge,suisse,0.0
2023-11-23,2 trans,suède,0.0
2023-11-23,aviary,canada,0.0
2023-11-23,aviary,norvège,0.0
2023-11-23,smlt,oman,0.0
2023-11-23,1 trans,france,0.0
2023-11-23,quail,australie,0.0
2023-11-23,2 trans,norvège,0.0
2023-11-23,rge,irlande,0.0
2023-11-23,2x,singapour,0.0
2023-11-23,aviary,danemark,0.0
2023-11-23,2x,croatia,0.0
2023-11-23,2x,norvège,0.0
2023-11-23,aviary,france,0.0
2023-11-23,3x,slovaquie,0.0
2023-11-23,2x,pays-bas,0.0
2023-11-23,bag,royaume-uni,0.0
2023-11-23,2x,australie,0.0
2023-11-23,1x,pays-bas,0.0
2023-11-23,1 trans,USA,0.0
2023-11-23,rge,danemark,0.0
2023-11-23,slid,espagne,0.0
2023-11-23,1x,japon,0.0
2023-11-23,2x,danemark,0.0
2023-11-23,moulin,canada,0.0
2023-11-23,2x,autriche,0.0
2023-11-23,1x,south korea,0.0
2023-11-23,2 trans,kuwait,0.0
2023-11-23,1x,oman,0.0
2023-11-23,3x,russie,0.0
2023-11-23,1x,cyprus,0.0
2023-11-23,2x,oman,0.0
2023-11-23,oliv,espagne,0.0
2023-11-23,1x,thailande,0.0
2023-11-23,lot,république tchèque,0.0
2023-11-23,dsmlt,mexique,0.0
2023-11-23,smlt,mexique,0.0
2023-11-23,3x,mexique,0.0
2023-11-23,new red,USA,0.0
2023-11-23,1 trans,royaume-uni,0.0
2023-11-23,1x,suisse,0.0
2023-11-23,1 trans,italie,0.0
2023-11-23,oliv,italie,0.0
2023-11-23,2 trans,grèce,0.0
2023-11-23,new red,hongrie,0.0
2023-11-23,1 trans,suède,0.0
2023-11-23,1 trans,united kingdom,0.0
2023-11-23,oliv,norvège,0.0
2023-11-23,smlt,pays-bas,0.0
2023-11-23,dsmlt,croatie,0.0
2023-11-23,1x,autriche,0.0
2023-11-23,1x,danemark,0.0
2023-11-23,quail,canada,0.0
2023-11-23,bssd,USA,0.0
2023-11-23,2 trans,qatar,0.0
2023-11-23,lot,mexique,0.0
2023-11-23,3x,kuwait,0.0
2023-11-23,new red,danemark,0.0
2023-11-23,new red,canada,0.0
2023-11-23,quail,allemagne,0.0
2023-11-23,1 trans,espagne,0.0
2023-11-23,slid,france,0.0
2023-11-23,new red,france,0.0
2023-11-23,1 trans,australie,0.0
2023-11-23,1 trans,grèce,0.0
2023-11-23,slid,mexique,0.0
2023-11-23,1 trans,irlande,0.0
2023-11-23,quail,japon,0.0
2023-11-23,1 trans,belgique,0.0
2023-11-23,1 trans,canada,0.0
2023-11-23,dsmlt,norvège,0.0
2023-11-23,1 trans,qatar,0.0
2023-11-23,1 trans,suisse,0.0
2023-11-23,dsmlt,croatia,0.0
2023-11-23,2x,kuwait,0.0
2023-11-23,slid,canada,0.0
2023-11-23,new red,mexique,0.0
2023-11-23,1x,finlande,0.0
2023-11-23,bssd,espagne,0.0
2023-11-23,2 trans,arabie saoudite,0.0
2023-11-23,quail,afrique de sud,0.0
2023-11-23,1 trans,allemagne,0.0
2023-11-23,dsmlt,liban,0.0
2023-11-23,2 trans,mexique,0.0
2023-11-23,bssd,japon,0.0
2023-11-23,2 trans,japon,0.0
2023-11-23,2x,arabie saoudite,0.0
2023-11-23,smlt,portugal,0.0
2023-11-23,3x,qatar,0.0
2023-11-23,new red,qatar,0.0
2023-11-23,slid,qatar,0.0
2023-11-23,bssd,canada,0.0
2023-11-23,1 trans invoiced,USA,0.0
2023-11-23,1 trans invoiced,italie,0.0
2023-11-23,1 trans invoiced,united kingdom,0.0
2023-11-23,1 trans invoiced,allemagne,0.0
2023-11-23,2 trans,suisse,0.0
2023-11-23,lot,oman,0.0
2023-11-23,1 trans invoiced,france,0.0
2023-11-23,bssd,france,0.0
2023-11-23,rge,suède,0.0
2023-11-23,1x,croatia,0.0
2023-11-23,smlt,kuwait,0.0
2023-11-23,smlt,danemark,0.0
2023-11-23,bssd,australie,0.0
2023-11-23,new red,united kingdom,0.0
2023-11-24,lot,royaume-uni,0.0
2023-11-24,smlt,royaume-uni,0.0
2023-11-24,dsmlt,USA,0.0
2023-11-24,2x,royaume-uni,0.0
2023-11-24,2x,italie,0.0
2023-11-24,2 trans,france,0.0
2023-11-24,lot,france,0.0
2023-11-24,1x,france,0.0
2023-11-24,dsmlt,france,0.0
2023-11-24,3x,irlande,0.0
2023-11-24,smlt,italie,0.0
2023-11-24,2 trans,USA,0.0
2023-11-24,lot,pays-bas,0.0
2023-11-24,smlt,grèce,0.0
2023-11-24,dsmlt,royaume-uni,0.0
2023-11-24,smlt,canada,0.0
2023-11-24,3x,australie,0.0
2023-11-24,dsmlt,allemagne,0.0
2023-11-24,smlt,france,0.0
2023-11-24,3x,USA,0.0
2023-11-24,3x,allemagne,0.0
2023-11-24,3x,france,0.0
2023-11-24,lot,USA,0.0
2023-11-24,smlt,USA,0.0
2023-11-24,3x,royaume-uni,0.0
2023-11-24,smlt,espagne,0.0
2023-11-24,2x,belgique,0.0
2023-11-24,dsmlt,chypre,0.0
2023-11-24,smlt,chypre,0.0
2023-11-24,dsmlt,danemark,0.0
2023-11-24,moulin,france,0.0
2023-11-24,rge,belgique,0.0
2023-11-24,1x,USA,0.0
2023-11-24,dsmlt,hong kong,0.0
2023-11-24,smlt,hong kong,0.0
2023-11-24,rge,royaume-uni,0.0
2023-11-24,1x,italie,0.0
2023-11-24,1x,belgique,0.0
2023-11-24,lot,grèce,0.0
2023-11-24,2x,france,0.0
2023-11-24,rge,france,0.0
2023-11-24,bag,france,0.0
2023-11-24,dsmlt,italie,0.0
2023-11-24,2x,malte,0.0
2023-11-24,3x,espagne,0.0
2023-11-24,2 trans,belgique,0.0
2023-11-24,2 trans,royaume-uni,0.0
2023-11-24,lot,united kingdom,0.0
2023-11-24,lot,italie,0.0
2023-11-24,3x,italie,0.0
2023-11-24,dsmlt,espagne,0.0
2023-11-24,oliv,france,0.0
2023-11-24,smlt,belgique,0.0
2023-11-24,rge,chili,0.0
2023-11-24,rge,autriche,0.0
2023-11-24,rge,norvège,0.0
2023-11-24,rge,USA,0.0
2023-11-24,smlt,malte,0.0
2023-11-24,3x,belgique,0.0
2023-11-24,1x,royaume-uni,0.0
2023-11-24,2x,USA,0.0
2023-11-24,1x,irlande,0.0
2023-11-24,dsmlt,emirats arabes unis,0.0
2023-11-24,1x,malte,0.0
2023-11-24,1x,allemagne,0.0
2023-11-24,bag,canada,0.0
2023-11-24,3x,croatie,0.0
2023-11-24,lot,australie,0.0
2023-11-24,2 trans,italie,0.0
2023-11-24,3x,suède,0.0
2023-11-24,2 trans,irlande,0.0
2023-11-24,2 trans,allemagne,0.0
2023-11-24,smlt,république tchèque,0.0
2023-11-24,1x,espagne,0.0
2023-11-24,smlt,hongrie,0.0
